season,daynum,wteam,wscore,lteam,lscore,wloc,numot
G,124,505,81,608,76,H,NA
G,124,506,61,632,60,H,NA
G,124,508,92,734,77,A,NA
G,124,509,82,644,69,N,NA
G,124,511,99,539,53,H,NA
G,124,515,81,827,67,H,NA
G,124,520,81,537,77,A,NA
G,124,523,57,593,53,A,NA
G,124,526,80,767,63,H,NA
G,124,528,86,712,76,N,NA
G,124,531,92,612,83,H,NA
G,124,533,70,517,59,N,NA
G,124,541,85,744,84,N,NA
G,124,544,58,776,54,N,NA
G,124,557,79,536,75,H,NA
G,124,559,90,764,78,H,NA
G,124,562,80,714,65,N,NA
G,124,564,64,538,62,A,NA
G,124,565,62,822,54,H,NA
G,124,568,68,815,58,N,NA
G,124,569,95,641,72,H,NA
G,124,570,85,576,59,N,NA
G,124,571,71,619,64,A,NA
G,124,574,67,552,63,A,NA
G,124,589,81,658,74,N,NA
G,124,590,76,605,75,N,NA
G,124,598,44,554,43,N,NA
G,124,599,70,596,68,A,NA
G,124,603,88,746,69,H,NA
G,124,606,86,595,78,A,NA
G,124,607,82,652,64,N,NA
G,124,610,92,707,89,A,NA
G,124,611,65,507,49,N,NA
G,124,613,82,597,79,A,NA
G,124,615,82,602,76,N,NA
G,124,616,59,692,41,N,NA
G,124,617,76,805,72,H,NA
G,124,622,75,845,63,N,NA
G,124,624,64,575,63,N,NA
G,124,625,79,715,67,H,NA
G,124,637,67,698,58,H,NA
G,124,639,70,669,67,A,NA
G,124,640,70,592,67,H,NA
G,124,642,74,555,71,N,NA
G,124,643,64,751,58,A,NA
G,124,650,86,824,68,A,NA
G,124,651,90,546,88,H,NA
G,124,654,90,851,64,N,NA
G,124,655,59,518,54,A,NA
G,124,657,54,700,48,N,NA
G,124,661,104,503,87,A,NA
G,124,664,62,765,37,H,NA
G,124,668,83,831,77,H,NA
G,124,671,93,628,79,H,NA
G,124,675,64,769,57,A,NA
G,124,678,72,846,59,N,NA
G,124,681,75,680,55,A,NA
G,124,685,77,514,58,A,NA
G,124,687,70,792,69,A,NA
G,124,704,89,627,83,N,NA
G,124,713,80,582,75,H,NA
G,124,717,76,737,68,H,NA
G,124,719,85,529,78,H,NA
G,124,720,84,670,75,A,NA
G,124,721,82,556,71,A,NA
G,124,722,66,794,51,H,NA
G,124,725,65,810,62,A,NA
G,124,728,78,561,53,A,NA
G,124,730,77,732,64,N,NA
G,124,731,92,843,65,H,NA
G,124,733,74,566,67,A,NA
G,124,736,49,558,48,A,NA
G,124,738,92,729,57,H,NA
G,124,739,75,813,72,H,NA
G,124,741,80,775,72,H,NA
G,124,743,83,578,57,A,NA
G,124,747,59,693,58,H,NA
G,124,749,66,530,44,N,NA
G,124,753,69,755,67,H,NA
G,124,754,49,502,47,H,NA
G,124,756,76,699,72,A,NA
G,124,757,80,808,58,H,NA
G,124,766,82,659,76,H,NA
G,124,772,92,771,75,H,NA
G,124,780,67,801,59,A,NA
G,124,781,72,758,67,N,NA
G,124,783,81,512,76,A,NA
G,124,788,66,583,63,H,NA
G,124,790,71,604,63,H,NA
G,124,793,79,629,76,A,NA
G,124,795,70,820,59,H,NA
G,124,796,91,521,89,A,NA
G,124,798,74,581,68,H,NA
G,124,804,72,773,64,A,NA
G,124,811,74,516,59,N,NA
G,124,812,96,716,83,H,NA
G,124,816,78,635,62,N,NA
G,124,817,91,701,82,H,NA
G,124,818,79,726,45,H,NA
G,124,825,58,723,54,N,NA
G,124,828,74,785,59,N,NA
G,124,835,82,711,68,N,NA
G,124,836,86,690,85,H,NA
G,124,839,83,695,71,H,NA
G,124,841,102,543,80,H,NA
G,124,842,88,621,82,H,NA
G,124,844,49,535,48,N,NA
G,124,848,70,614,48,N,NA
G,124,852,57,821,56,H,NA
G,124,853,72,663,52,H,NA
G,124,854,88,567,59,H,NA
G,125,509,66,642,58,N,NA
G,125,513,71,703,67,A,NA
G,125,527,69,786,65,A,NA
G,125,528,63,611,60,N,NA
G,125,549,80,666,75,H,NA
G,125,562,90,624,63,N,NA
G,125,568,62,598,57,N,NA
G,125,577,93,708,68,H,NA
G,125,607,87,753,79,A,NA
G,125,616,64,533,57,N,NA
G,125,622,79,574,68,N,NA
G,125,623,67,673,66,A,NA
G,125,631,90,718,84,N,NA
G,125,636,95,676,92,A,NA
G,125,654,63,844,57,N,NA
G,125,657,61,828,59,N,NA
G,125,662,112,830,92,H,NA
G,125,674,84,504,56,H,NA
G,125,677,70,774,57,N,NA
G,125,702,63,672,48,N,NA
G,125,704,70,541,60,N,NA
G,125,724,86,834,75,N,NA
G,125,727,57,620,49,H,NA
G,125,730,68,781,47,N,NA
G,125,749,86,678,63,N,NA
G,125,766,83,589,63,H,NA
G,125,789,87,779,84,N,NA
G,125,816,69,570,54,N,NA
G,125,825,70,615,54,N,NA
G,125,826,81,548,50,N,NA
G,125,829,77,778,62,H,NA
G,126,503,90,836,83,A,NA
G,126,537,65,719,56,A,NA
G,126,560,61,707,46,N,NA
G,126,562,84,749,76,N,NA
G,126,607,96,730,90,N,NA
G,126,631,58,724,53,N,NA
G,126,643,53,765,36,H,NA
G,126,661,97,690,93,H,NA
G,126,669,71,534,60,H,NA
G,126,683,94,593,91,N,NA
G,126,766,92,704,77,H,NA
G,126,798,89,581,53,H,NA
G,126,811,67,513,53,N,NA
G,126,816,66,825,51,N,NA
G,126,820,99,795,83,H,NA
G,126,826,71,677,58,N,NA
G,126,835,73,702,72,N,NA
G,127,505,114,734,82,H,NA
G,127,506,60,632,56,H,NA
G,127,508,108,608,84,H,NA
G,127,523,82,665,70,N,NA
G,127,526,73,824,72,N,NA
G,127,622,76,654,75,N,NA
G,127,728,64,736,48,H,NA
G,127,756,58,742,57,N,NA
G,127,804,68,685,61,H,NA
G,127,826,88,631,55,N,NA
G,127,835,76,811,70,N,NA
G,128,527,60,746,55,N,NA
G,128,544,78,739,71,H,NA
G,128,569,90,741,71,N,NA
G,128,571,54,560,45,N,NA
G,128,603,68,737,67,N,NA
G,128,610,93,683,70,N,NA
G,128,617,58,583,49,N,NA
G,128,641,83,596,63,N,NA
G,128,651,110,788,86,N,NA
G,128,663,73,599,62,N,NA
G,128,664,71,643,57,H,NA
G,128,771,65,805,62,N,NA
G,128,775,81,578,66,N,NA
G,128,778,64,764,58,H,NA
G,128,801,50,780,47,N,NA
G,128,812,64,820,62,H,NA
G,128,829,78,786,64,N,NA
G,129,511,73,512,56,N,NA
G,129,520,62,669,50,N,NA
G,129,529,60,503,58,N,NA
G,129,539,67,810,61,N,NA
G,129,546,78,801,69,N,NA
G,129,549,79,771,57,N,NA
G,129,556,67,698,60,N,NA
G,129,559,72,829,70,N,NA
G,129,569,81,779,74,N,NA
G,129,592,81,518,63,N,NA
G,129,595,91,551,84,N,NA
G,129,597,72,650,69,N,NA
G,129,613,71,756,56,N,NA
G,129,617,80,666,74,N,NA
G,129,619,71,523,52,N,NA
G,129,628,87,738,72,N,NA
G,129,637,74,521,73,N,NA
G,129,639,82,661,70,N,NA
G,129,641,72,789,66,N,NA
G,129,655,69,827,62,N,NA
G,129,660,84,651,76,N,NA
G,129,668,84,603,76,N,NA
G,129,670,72,715,51,N,NA
G,129,673,84,729,60,N,NA
G,129,676,79,629,59,N,NA
G,129,680,82,713,64,N,NA
G,129,699,72,767,66,N,NA
G,129,717,83,778,63,A,NA
G,129,725,86,840,64,N,NA
G,129,727,78,565,66,N,NA
G,129,731,76,527,62,N,NA
G,129,743,78,775,69,N,NA
G,129,747,63,693,61,N,NA
G,129,754,62,536,51,N,NA
G,129,757,74,538,65,N,NA
G,129,769,69,674,67,N,NA
G,129,790,68,515,61,N,NA
G,129,796,80,794,71,N,NA
G,129,798,62,537,54,N,NA
G,129,802,72,526,53,H,NA
G,129,807,72,647,65,N,NA
G,129,817,120,701,117,H,NA
G,129,818,103,783,78,N,NA
G,129,821,69,557,66,N,NA
G,129,822,61,620,41,N,NA
G,129,842,84,733,62,N,NA
G,129,852,69,502,67,N,NA
G,129,853,65,663,59,N,NA
G,129,854,76,736,60,N,NA
G,130,504,91,790,72,N,NA
G,130,506,64,505,61,N,NA
G,130,508,87,804,65,N,NA
G,130,511,90,539,78,N,NA
G,130,529,69,520,57,N,NA
G,130,549,71,546,55,N,NA
G,130,559,82,717,77,N,NA
G,130,577,60,708,48,N,NA
G,130,582,62,842,57,N,NA
G,130,610,80,747,70,N,NA
G,130,613,90,699,68,N,NA
G,130,616,58,509,54,A,NA
G,130,619,65,571,56,N,NA
G,130,623,92,673,76,N,NA
G,130,625,67,671,56,N,NA
G,130,628,58,849,56,N,NA
G,130,636,102,556,73,N,NA
G,130,639,86,798,61,N,NA
G,130,655,78,604,76,N,NA
G,130,660,85,617,73,N,NA
G,130,662,85,595,59,N,NA
G,130,675,62,592,52,N,NA
G,130,680,70,681,68,A,NA
G,130,695,92,830,72,N,NA
G,130,720,75,670,68,N,NA
G,130,721,63,637,52,N,NA
G,130,731,76,668,71,N,NA
G,130,743,68,641,60,N,NA
G,130,754,70,852,69,N,NA
G,130,757,66,807,61,N,NA
G,130,769,70,640,57,N,NA
G,130,793,89,676,85,N,NA
G,130,796,73,722,51,N,NA
G,130,802,81,597,65,H,NA
G,130,817,76,821,70,H,NA
G,130,818,89,725,78,N,NA
G,130,822,69,727,65,N,NA
G,130,839,92,606,83,N,NA
G,130,853,66,569,59,N,NA
G,131,504,65,769,57,N,NA
G,131,508,70,506,67,N,NA
G,131,511,81,818,71,N,NA
G,131,528,66,657,40,H,NA
G,131,549,77,660,63,N,NA
G,131,559,74,731,65,N,NA
G,131,577,79,839,64,N,NA
G,131,610,80,619,62,N,NA
G,131,613,73,802,59,A,NA
G,131,628,62,625,60,N,NA
G,131,636,90,796,50,N,NA
G,131,639,70,529,59,N,NA
G,131,664,65,812,43,H,NA
G,131,675,57,655,51,N,NA
G,131,680,70,582,66,N,NA
G,131,695,86,662,82,N,NA
G,131,720,94,623,88,N,NA
G,131,721,67,793,51,N,NA
G,131,728,77,854,58,N,NA
G,131,754,78,817,75,A,NA
G,131,757,60,822,56,N,NA
G,131,853,73,743,60,N,NA
G,132,577,91,695,61,N,NA
G,132,675,61,504,58,N,NA
G,132,720,81,628,64,N,NA
G,132,721,64,636,55,N,NA
H,10,504,68,721,62,N,NA
H,10,666,70,786,63,N,NA
H,11,660,73,829,61,N,NA
H,11,690,56,848,50,N,NA
H,11,793,77,604,71,N,NA
H,11,849,81,582,55,H,NA
H,12,557,80,630,62,H,NA
H,12,582,75,848,61,N,NA
H,12,590,71,552,66,N,NA
H,12,849,84,690,56,H,NA
H,13,562,106,819,50,H,NA
H,13,598,74,506,73,N,NA
H,13,631,66,531,65,N,NA
H,13,717,76,522,48,H,NA
H,14,522,83,531,77,N,NA
H,14,552,78,630,71,N,NA
H,14,557,81,590,56,H,NA
H,14,562,82,598,57,H,NA
H,14,579,73,526,59,A,NA
H,14,708,85,729,55,H,NA
H,14,717,89,631,45,H,NA
H,14,746,60,558,36,H,NA
H,14,783,61,528,57,H,NA
H,14,819,59,506,47,N,NA
H,14,853,87,782,48,H,NA
H,15,557,77,552,63,H,NA
H,15,590,93,630,86,N,NA
H,15,592,76,650,55,H,NA
H,15,636,81,616,57,H,NA
H,15,815,84,838,65,H,NA
H,16,708,71,746,67,H,NA
H,16,783,63,853,62,H,NA
H,17,592,99,579,65,H,NA
H,17,698,68,543,45,N,NA
H,18,504,82,506,56,H,NA
H,18,512,59,682,56,H,NA
H,18,515,81,632,44,H,NA
H,18,516,83,762,71,H,NA
H,18,518,81,850,63,H,NA
H,18,519,81,666,80,A,NA
H,18,520,72,634,64,N,NA
H,18,530,95,730,81,H,NA
H,18,535,69,630,53,A,NA
H,18,536,71,798,56,N,NA
H,18,537,61,602,58,H,NA
H,18,544,77,782,67,H,NA
H,18,546,89,647,61,H,NA
H,18,547,68,752,66,A,NA
H,18,553,77,833,72,A,NA
H,18,554,84,545,70,N,NA
H,18,556,97,538,69,H,NA
H,18,561,78,534,72,A,NA
H,18,575,74,590,62,H,NA
H,18,583,65,672,63,A,NA
H,18,587,73,622,68,H,NA
H,18,596,79,847,76,A,NA
H,18,603,99,608,46,H,NA
H,18,607,69,615,61,H,NA
H,18,612,69,589,67,A,NA
H,18,613,81,513,65,H,NA
H,18,614,70,713,65,N,NA
H,18,626,63,855,56,H,NA
H,18,635,68,598,66,A,NA
H,18,636,105,815,66,H,NA
H,18,641,73,570,56,H,NA
H,18,644,68,567,62,H,NA
H,18,652,85,654,79,H,NA
H,18,655,68,705,24,H,NA
H,18,659,72,555,65,H,NA
H,18,660,64,560,46,H,NA
H,18,661,92,704,90,A,NA
H,18,671,66,814,52,H,NA
H,18,676,72,509,57,H,NA
H,18,692,68,809,56,H,NA
H,18,695,84,686,60,H,NA
H,18,702,62,803,59,N,NA
H,18,711,81,678,78,A,NA
H,18,714,77,680,71,A,NA
H,18,715,56,665,36,H,NA
H,18,717,73,533,42,H,NA
H,18,721,87,807,65,H,NA
H,18,722,68,854,59,H,NA
H,18,733,69,565,65,H,NA
H,18,736,62,836,59,N,NA
H,18,738,73,669,46,H,NA
H,18,741,95,712,82,N,NA
H,18,742,72,801,58,H,NA
H,18,743,92,740,46,H,NA
H,18,745,83,677,77,A,NA
H,18,758,78,727,72,A,NA
H,18,766,79,507,75,H,NA
H,18,768,82,773,61,A,NA
H,18,772,78,508,70,H,NA
H,18,775,91,831,78,N,NA
H,18,777,70,619,68,H,NA
H,18,787,83,564,76,N,NA
H,18,788,91,751,81,H,NA
H,18,790,71,601,69,N,NA
H,18,796,85,816,76,H,NA
H,18,797,63,780,58,A,NA
H,18,805,71,525,53,H,NA
H,18,818,81,808,67,H,NA
H,18,820,76,621,71,N,NA
H,18,821,61,774,47,H,NA
H,18,827,80,761,58,H,NA
H,18,828,71,581,64,N,NA
H,18,829,64,576,41,H,NA
H,18,830,90,648,86,H,NA
H,18,842,91,757,82,N,NA
H,18,843,59,571,46,H,NA
H,19,511,107,835,68,H,NA
H,19,521,81,508,61,N,NA
H,19,524,77,642,68,H,NA
H,19,528,66,558,37,H,NA
H,19,536,73,637,64,N,NA
H,19,539,76,701,68,A,NA
H,19,541,77,523,64,H,NA
H,19,549,54,792,48,H,NA
H,19,559,91,739,72,H,NA
H,19,573,63,690,48,A,NA
H,19,574,75,529,61,H,NA
H,19,577,101,517,53,H,NA
H,19,581,66,555,65,N,NA
H,19,582,75,754,70,A,NA
H,19,594,60,684,52,H,NA
H,19,604,87,522,71,H,NA
H,19,605,76,693,44,H,NA
H,19,606,113,514,75,H,NA
H,19,614,74,544,63,A,NA
H,19,620,76,726,73,A,NA
H,19,621,63,560,55,N,NA
H,19,627,89,646,86,N,NA
H,19,634,73,757,66,N,NA
H,19,651,65,502,47,H,NA
H,19,653,83,683,80,A,NA
H,19,660,80,820,68,H,NA
H,19,667,79,585,67,A,NA
H,19,668,93,700,58,H,NA
H,19,713,99,782,93,N,NA
H,19,721,82,736,63,H,NA
H,19,728,62,729,37,H,NA
H,19,731,82,578,67,H,NA
H,19,734,78,617,75,A,NA
H,19,737,83,531,64,H,NA
H,19,744,66,679,61,H,NA
H,19,753,77,699,75,H,NA
H,19,764,77,755,51,H,NA
H,19,775,89,670,68,N,NA
H,19,779,85,527,58,A,NA
H,19,785,75,750,64,H,NA
H,19,793,81,765,55,H,NA
H,19,802,71,702,61,N,NA
H,19,811,79,675,76,A,NA
H,19,813,86,799,81,N,NA
H,19,822,68,624,53,A,NA
H,19,828,66,659,63,A,NA
H,19,832,68,645,54,H,NA
H,19,834,75,707,74,A,NA
H,19,836,73,807,62,N,NA
H,19,841,76,756,68,H,NA
H,19,842,72,520,67,N,NA
H,19,844,68,543,48,N,NA
H,19,846,76,819,74,H,NA
H,19,849,83,845,72,H,NA
H,19,851,78,503,75,H,NA
H,19,852,85,572,65,H,NA
H,20,513,56,564,43,N,NA
H,20,520,73,698,65,N,NA
H,20,534,84,548,53,H,NA
H,20,551,79,850,72,H,NA
H,20,556,107,784,74,H,NA
H,20,565,67,633,55,N,NA
H,20,569,65,571,38,H,NA
H,20,583,65,674,58,H,NA
H,20,592,88,553,45,H,NA
H,20,594,65,627,55,H,NA
H,20,595,79,759,46,H,NA
H,20,600,91,657,77,A,NA
H,20,613,100,787,81,H,NA
H,20,622,91,579,78,H,NA
H,20,623,90,644,56,H,NA
H,20,628,79,590,52,H,NA
H,20,634,75,844,66,N,NA
H,20,655,71,768,62,H,NA
H,20,662,64,669,49,H,NA
H,20,673,87,814,81,H,NA
H,20,681,56,840,53,A,NA
H,20,684,67,646,65,N,NA
H,20,708,67,723,59,A,NA
H,20,725,97,608,52,H,NA
H,20,727,73,643,69,H,NA
H,20,740,64,847,63,A,NA
H,20,746,59,789,53,A,NA
H,20,749,83,602,74,H,NA
H,20,757,84,543,69,N,NA
H,20,767,87,788,84,H,NA
H,20,769,71,586,66,H,NA
H,20,773,52,705,36,H,NA
H,20,783,79,742,62,H,NA
H,20,786,81,826,66,H,NA
H,20,794,70,804,55,H,NA
H,20,798,58,637,50,N,NA
H,20,802,80,803,50,N,NA
H,20,805,92,547,81,H,NA
H,20,817,69,733,54,H,NA
H,20,827,68,505,40,H,NA
H,20,831,65,670,53,N,NA
H,20,853,93,593,64,H,NA
H,21,504,80,672,65,H,NA
H,21,510,103,546,100,H,NA
H,21,536,66,775,57,N,NA
H,21,559,67,599,55,H,NA
H,21,562,99,631,52,N,NA
H,21,576,71,728,62,A,NA
H,21,577,95,568,80,H,NA
H,21,578,86,843,82,H,NA
H,21,588,76,517,54,H,NA
H,21,603,80,635,60,H,NA
H,21,607,71,821,52,N,NA
H,21,610,82,834,59,H,NA
H,21,625,84,663,71,N,NA
H,21,633,82,608,68,N,NA
H,21,637,82,670,71,N,NA
H,21,640,82,512,65,N,NA
H,21,652,88,566,55,H,NA
H,21,654,88,530,84,H,NA
H,21,658,77,750,62,A,NA
H,21,666,78,514,54,H,NA
H,21,675,81,664,65,H,NA
H,21,692,57,550,51,H,NA
H,21,701,60,716,56,H,NA
H,21,715,81,700,55,H,NA
H,21,717,75,598,50,N,NA
H,21,720,58,560,51,H,NA
H,21,725,86,565,77,H,NA
H,21,752,70,516,61,H,NA
H,21,772,80,632,62,H,NA
H,21,776,72,615,56,N,NA
H,21,790,88,832,56,H,NA
H,21,799,67,683,53,A,NA
H,21,800,87,761,81,A,NA
H,21,809,94,704,69,H,NA
H,21,813,57,653,43,N,NA
H,21,815,80,509,79,H,NA
H,21,831,58,798,45,N,NA
H,21,836,70,596,51,A,NA
H,21,841,72,774,66,H,NA
H,22,502,72,784,43,H,NA
H,22,508,67,824,53,A,NA
H,22,518,100,605,71,H,NA
H,22,524,70,558,42,H,NA
H,22,526,74,621,71,H,NA
H,22,527,80,528,61,H,NA
H,22,533,56,507,53,A,NA
H,22,537,74,624,69,H,NA
H,22,543,80,812,65,A,NA
H,22,549,80,593,53,H,NA
H,22,553,68,747,53,A,NA
H,22,555,76,561,58,H,NA
H,22,562,80,717,75,N,NA
H,22,581,99,745,85,H,NA
H,22,582,88,781,80,H,NA
H,22,598,70,631,62,H,NA
H,22,611,81,648,76,H,NA
H,22,616,71,612,66,A,NA
H,22,619,62,740,58,A,NA
H,22,625,76,607,75,N,NA
H,22,627,98,523,79,H,NA
H,22,628,50,575,49,A,NA
H,22,641,70,642,66,H,NA
H,22,645,62,847,61,H,NA
H,22,660,97,579,74,H,NA
H,22,668,78,794,72,H,NA
H,22,678,72,780,64,A,NA
H,22,680,75,572,47,H,NA
H,22,699,64,755,61,A,NA
H,22,707,61,677,60,H,NA
H,22,718,95,630,68,H,NA
H,22,723,72,540,43,H,NA
H,22,724,76,515,64,H,NA
H,22,741,73,818,71,H,NA
H,22,753,86,810,81,A,NA
H,22,771,68,737,64,H,NA
H,22,778,68,785,57,H,NA
H,22,779,70,541,63,A,NA
H,22,796,77,767,59,H,NA
H,22,816,66,820,52,A,NA
H,22,821,69,663,53,N,NA
H,22,826,81,626,56,H,NA
H,22,827,96,600,60,H,NA
H,22,828,62,567,41,H,NA
H,22,830,75,640,61,N,NA
H,22,835,80,825,73,H,NA
H,22,838,81,531,69,H,NA
H,22,845,77,685,75,H,NA
H,23,511,101,713,66,H,NA
H,23,512,83,821,79,N,NA
H,23,521,82,716,54,H,NA
H,23,551,91,614,65,N,NA
H,23,552,74,578,67,A,NA
H,23,554,81,852,72,N,NA
H,23,568,69,692,61,A,NA
H,23,569,64,587,59,H,NA
H,23,574,66,534,65,H,NA
H,23,595,83,667,47,H,NA
H,23,606,83,604,77,H,NA
H,23,610,61,743,60,H,NA
H,23,623,96,514,43,H,NA
H,23,625,70,830,63,N,NA
H,23,631,56,715,53,A,NA
H,23,633,60,759,47,A,NA
H,23,640,80,607,72,N,NA
H,23,662,97,550,49,H,NA
H,23,664,76,811,74,H,NA
H,23,672,87,797,77,H,NA
H,23,674,74,506,58,H,NA
H,23,690,69,654,67,H,NA
H,23,702,75,556,71,H,NA
H,23,703,93,632,79,H,NA
H,23,708,67,636,56,N,NA
H,23,731,69,777,46,H,NA
H,23,732,91,754,86,H,NA
H,23,742,71,617,53,H,NA
H,23,749,83,557,71,H,NA
H,23,758,69,681,66,H,NA
H,23,766,78,596,69,A,NA
H,23,768,77,525,64,H,NA
H,23,772,77,800,70,H,NA
H,23,782,94,776,85,H,NA
H,23,783,69,592,65,N,NA
H,23,793,76,819,45,H,NA
H,23,817,84,805,75,H,NA
H,23,839,73,854,61,H,NA
H,23,846,71,548,65,H,NA
H,23,848,68,601,66,A,NA
H,24,671,80,680,60,N,NA
H,24,762,89,845,75,N,NA
H,24,801,84,657,65,H,NA
H,24,803,73,685,68,H,NA
H,24,829,87,652,71,N,NA
H,25,502,57,516,52,A,NA
H,25,504,54,720,48,N,NA
H,25,524,75,648,66,A,NA
H,25,533,61,558,47,N,NA
H,25,554,66,722,58,N,NA
H,25,592,83,636,73,N,NA
H,25,597,65,621,53,H,NA
H,25,599,68,686,54,H,NA
H,25,626,68,762,55,N,NA
H,25,627,68,744,56,H,NA
H,25,629,91,667,60,H,NA
H,25,652,65,680,62,N,NA
H,25,658,65,653,53,H,NA
H,25,708,74,783,57,N,NA
H,25,767,88,711,75,H,NA
H,25,769,82,747,65,H,NA
H,25,781,75,751,66,N,NA
H,25,795,79,804,71,A,NA
H,25,809,66,801,61,A,NA
H,25,822,62,828,59,N,NA
H,25,829,81,671,73,N,NA
H,25,831,69,509,61,H,NA
H,26,503,88,718,84,A,NA
H,26,512,85,642,62,H,NA
H,26,513,84,557,75,H,NA
H,26,521,62,617,60,N,NA
H,26,526,75,620,67,H,NA
H,26,528,65,567,53,A,NA
H,26,531,97,692,92,A,NA
H,26,534,57,741,48,H,NA
H,26,535,71,520,45,H,NA
H,26,536,95,742,56,H,NA
H,26,539,73,552,64,A,NA
H,26,540,65,553,49,H,NA
H,26,541,89,704,69,A,NA
H,26,543,64,716,63,H,NA
H,26,545,68,784,62,A,NA
H,26,547,82,530,70,A,NA
H,26,554,71,829,69,N,NA
H,26,569,75,549,69,H,NA
H,26,572,69,582,48,H,NA
H,26,573,92,537,56,H,NA
H,26,576,73,679,68,A,NA
H,26,577,84,810,73,N,NA
H,26,579,94,587,89,H,NA
H,26,583,66,847,51,H,NA
H,26,585,68,665,64,A,NA
H,26,588,91,683,75,H,NA
H,26,593,68,506,67,H,NA
H,26,594,68,736,65,A,NA
H,26,597,67,781,65,H,NA
H,26,599,80,533,77,H,NA
H,26,603,81,799,52,H,NA
H,26,611,70,571,57,H,NA
H,26,612,56,785,45,A,NA
H,26,615,63,644,50,H,NA
H,26,622,78,624,65,A,NA
H,26,628,84,791,51,H,NA
H,26,630,76,580,69,H,NA
H,26,634,75,508,72,H,NA
H,26,639,88,678,84,H,NA
H,26,643,94,787,78,H,NA
H,26,645,80,700,70,A,NA
H,26,659,97,641,80,A,NA
H,26,662,89,578,39,H,NA
H,26,668,91,759,57,H,NA
H,26,673,72,604,69,H,NA
H,26,674,56,602,49,A,NA
H,26,675,100,633,65,H,NA
H,26,676,81,519,46,H,NA
H,26,686,57,558,48,N,NA
H,26,695,58,560,37,H,NA
H,26,702,59,701,58,H,NA
H,26,712,99,596,75,H,NA
H,26,715,59,637,55,A,NA
H,26,717,90,507,55,H,NA
H,26,721,75,734,63,H,NA
H,26,722,64,671,61,N,NA
H,26,724,76,846,71,H,NA
H,26,725,88,727,69,H,NA
H,26,731,89,514,49,H,NA
H,26,732,66,733,54,H,NA
H,26,737,91,719,68,H,NA
H,26,738,86,651,84,N,NA
H,26,739,72,803,62,N,NA
H,26,740,67,693,58,H,NA
H,26,743,64,546,60,H,NA
H,26,751,65,621,58,H,NA
H,26,753,84,808,64,A,NA
H,26,754,65,538,62,A,NA
H,26,756,71,758,69,A,NA
H,26,757,70,755,47,H,NA
H,26,766,69,714,58,H,NA
H,26,769,71,510,56,H,NA
H,26,772,89,768,78,H,NA
H,26,774,74,566,68,H,NA
H,26,778,81,589,68,A,NA
H,26,780,56,775,54,N,NA
H,26,788,86,841,83,H,NA
H,26,793,78,764,61,N,NA
H,26,794,79,655,77,N,NA
H,26,796,83,824,60,A,NA
H,26,800,95,646,77,H,NA
H,26,802,61,515,60,A,NA
H,26,807,74,730,69,A,NA
H,26,809,72,657,55,N,NA
H,26,815,70,672,58,H,NA
H,26,816,78,586,57,H,NA
H,26,817,82,840,61,H,NA
H,26,818,93,684,54,H,NA
H,26,822,73,575,61,N,NA
H,26,826,78,690,67,H,NA
H,26,836,56,670,52,A,NA
H,26,838,80,825,72,A,NA
H,26,842,73,699,70,H,NA
H,26,843,70,635,67,H,NA
H,26,845,71,626,59,N,NA
H,26,849,69,844,52,A,NA
H,26,851,51,669,48,H,NA
H,26,852,72,652,65,N,NA
H,26,855,69,798,61,H,NA
H,27,517,75,750,73,A,NA
H,27,559,76,827,70,A,NA
H,27,565,101,619,80,H,NA
H,27,570,87,648,58,H,NA
H,27,575,83,828,78,N,NA
H,27,606,75,601,53,H,NA
H,27,616,71,527,70,N,NA
H,27,623,85,834,56,H,NA
H,27,625,84,711,58,H,NA
H,27,644,66,803,52,N,NA
H,27,698,69,820,53,H,NA
H,27,739,71,615,68,A,NA
H,27,779,63,723,47,H,NA
H,27,792,60,502,47,H,NA
H,27,801,81,762,60,H,NA
H,27,809,50,626,49,N,NA
H,27,832,76,777,59,A,NA
H,27,835,89,518,70,N,NA
H,27,839,83,789,76,H,NA
H,27,845,79,657,63,N,NA
H,27,848,67,681,64,A,NA
H,27,854,84,729,68,A,NA
H,28,518,77,761,47,H,NA
H,28,522,68,692,61,H,NA
H,28,525,75,784,59,H,NA
H,28,544,46,663,45,H,NA
H,28,545,68,550,56,A,NA
H,28,547,75,624,68,A,NA
H,28,549,76,826,50,H,NA
H,28,564,74,684,56,H,NA
H,28,588,61,653,56,A,NA
H,28,589,69,816,60,H,NA
H,28,595,80,628,67,H,NA
H,28,602,79,578,72,H,NA
H,28,603,87,553,60,H,NA
H,28,607,95,840,89,H,NA
H,28,629,85,632,63,H,NA
H,28,630,79,646,73,A,NA
H,28,675,100,505,58,H,NA
H,28,676,98,566,60,H,NA
H,28,686,70,700,68,H,NA
H,28,701,90,712,88,H,NA
H,28,703,90,633,57,H,NA
H,28,717,92,660,71,H,NA
H,28,719,75,531,71,A,NA
H,28,724,77,791,69,A,NA
H,28,726,81,538,60,H,NA
H,28,730,65,647,63,A,NA
H,28,746,75,661,56,H,NA
H,28,752,68,516,67,A,NA
H,28,755,82,773,71,H,NA
H,28,764,84,776,76,H,NA
H,28,769,66,789,47,H,NA
H,28,771,81,508,62,H,NA
H,28,794,71,718,65,H,NA
H,28,814,77,833,72,H,NA
H,28,836,71,574,55,H,NA
H,28,850,79,831,77,A,NA
H,29,504,89,815,61,H,NA
