"","lo_win","year","hiteam","loteam","hi.G","hi.MP","hi.FG","hi.FGA","hi.FG_percent","hi.X2P","hi.X2PA","hi.X2P_percent","hi.X3P","hi.X3PA","hi.X3P_percent","hi.FT","hi.FTA","hi.FT_percent","hi.ORB","hi.DRB","hi.TRB","hi.AST","hi.STL","hi.BLK","hi.TOV","hi.PF","hi.PTS","hi.PTSperG","lo.G","lo.MP","lo.FG","lo.FGA","lo.FG_percent","lo.X2P","lo.X2PA","lo.X2P_percent","lo.X3P","lo.X3PA","lo.X3P_percent","lo.FT","lo.FTA","lo.FT_percent","lo.ORB","lo.DRB","lo.TRB","lo.AST","lo.STL","lo.BLK","lo.TOV","lo.PF","lo.PTS","lo.PTSperG"
"466",1,2007,704,636,35,NA,889,2125,0.418,615,1326,0.464,274,799,0.343,602,824,0.731,NA,NA,1342,467,224,55,473,611,2654,75.8,38,NA,1106,2241,0.494,875,1657,0.528,231,584,0.396,535,811,0.66,NA,NA,1507,651,350,246,539,718,2978,78.4
"467",1,2007,829,640,33,NA,775,1827,0.424,527,1123,0.469,248,704,0.352,594,761,0.781,NA,NA,1196,419,267,107,450,645,2392,72.5,34,NA,890,1868,0.476,659,1218,0.541,231,650,0.355,485,690,0.703,NA,NA,1235,537,201,161,493,547,2496,73.4
"468",1,2007,711,666,34,NA,926,2030,0.456,700,1420,0.493,226,610,0.37,539,821,0.657,NA,NA,1356,430,224,151,537,689,2617,77,37,NA,1024,2249,0.455,746,1457,0.512,278,792,0.351,592,953,0.621,NA,NA,1468,537,344,217,493,732,2918,78.9
"469",0,2007,699,562,34,NA,949,1961,0.484,696,1338,0.52,253,623,0.406,481,636,0.756,NA,NA,1300,569,183,148,451,571,2632,77.4,33,NA,740,1662,0.445,535,1055,0.507,205,607,0.338,535,710,0.754,NA,NA,1080,441,210,83,417,552,2220,67.3
"470",0,2007,725,669,37,NA,963,2131,0.452,613,1234,0.497,350,897,0.39,531,698,0.761,NA,NA,1273,513,254,74,461,606,2807,75.9,33,NA,720,1565,0.46,551,1057,0.521,169,508,0.333,353,498,0.709,NA,NA,998,421,187,135,434,560,1962,59.5
"471",0,2007,738,511,34,NA,843,1834,0.46,624,1220,0.511,219,614,0.357,471,695,0.678,NA,NA,1121,465,269,89,475,674,2376,69.9,31,NA,846,1770,0.478,674,1265,0.533,172,505,0.341,553,737,0.75,NA,NA,1158,511,189,103,427,425,2417,78
"472",0,2007,749,616,36,NA,762,1702,0.448,538,1090,0.494,224,612,0.366,518,748,0.693,NA,NA,1076,414,237,116,504,728,2266,62.9,34,NA,738,1695,0.435,547,1151,0.475,191,544,0.351,504,687,0.734,NA,NA,1091,463,324,123,521,621,2171,63.9
"473",0,2007,790,647,35,NA,981,2189,0.448,654,1293,0.506,327,896,0.365,542,830,0.653,NA,NA,1254,546,336,108,496,704,2831,80.9,32,NA,906,1994,0.454,633,1266,0.5,273,728,0.375,490,698,0.702,NA,NA,1171,454,237,91,445,560,2575,80.5
"474",0,2007,793,702,30,NA,650,1574,0.413,472,1037,0.455,178,537,0.331,414,688,0.602,NA,NA,1017,377,204,103,512,602,1892,63.1,34,NA,906,1890,0.479,707,1377,0.513,199,513,0.388,641,975,0.657,NA,NA,1285,472,242,94,573,698,2652,78
"475",0,2007,817,606,37,NA,979,2202,0.445,690,1400,0.493,289,802,0.36,525,733,0.716,NA,NA,1293,548,289,197,410,670,2772,74.9,32,NA,935,1909,0.49,734,1369,0.536,201,540,0.372,444,652,0.681,NA,NA,1166,491,316,114,503,665,2515,78.6
"476",0,2007,818,515,37,NA,946,1988,0.476,739,1465,0.504,207,523,0.396,557,779,0.715,NA,NA,1277,472,206,148,540,660,2656,71.8,35,NA,881,1910,0.461,669,1297,0.516,212,613,0.346,513,730,0.703,NA,NA,1233,521,240,221,532,612,2487,71.1
"477",0,2007,830,507,32,NA,812,1860,0.437,555,1154,0.481,257,706,0.364,582,784,0.742,NA,NA,1248,412,149,103,437,644,2463,77,33,NA,798,1762,0.453,571,1155,0.494,227,607,0.374,418,579,0.722,NA,NA,1112,436,191,82,437,634,2241,67.9
"478",0,2007,831,623,34,NA,886,1894,0.468,723,1445,0.5,163,449,0.363,493,747,0.66,NA,NA,1131,449,285,159,371,619,2428,71.4,35,NA,790,1830,0.432,549,1139,0.482,241,691,0.349,424,680,0.624,NA,NA,1231,488,205,99,491,604,2245,64.1
"479",0,2007,848,717,34,NA,923,1935,0.477,645,1162,0.555,278,773,0.36,421,675,0.624,NA,NA,1279,567,268,126,445,584,2545,74.9,32,NA,869,1893,0.459,582,1158,0.503,287,735,0.39,567,763,0.743,NA,NA,1229,552,271,110,414,582,2592,81
"480",0,2007,849,787,36,NA,867,1886,0.46,657,1289,0.51,210,597,0.352,583,848,0.688,NA,NA,1258,494,207,116,407,551,2527,70.2,33,NA,912,1747,0.522,720,1269,0.567,192,478,0.402,599,847,0.707,NA,NA,1173,595,257,95,537,631,2615,79.2
"481",1,2007,662,535,34,NA,971,2032,0.478,775,1523,0.509,196,509,0.385,547,787,0.695,NA,NA,1325,587,253,233,544,612,2685,79,36,NA,780,1792,0.435,459,921,0.498,321,871,0.369,553,728,0.76,NA,NA,1068,437,195,64,341,688,2434,67.6
"482",0,2007,603,527,37,NA,923,1826,0.505,688,1191,0.578,235,635,0.37,474,667,0.711,NA,NA,1250,545,192,189,497,609,2555,69.1,33,NA,842,1763,0.478,646,1201,0.538,196,562,0.349,573,791,0.724,NA,NA,1142,483,188,191,455,505,2453,74.3
"483",0,2007,708,671,38,NA,1187,2379,0.499,972,1779,0.546,215,600,0.358,669,940,0.712,NA,NA,1551,696,309,173,524,647,3258,85.7,35,NA,806,1718,0.469,624,1232,0.506,182,486,0.374,482,671,0.718,NA,NA,1217,560,180,162,521,652,2276,65
"484",1,2007,853,720,34,NA,849,1784,0.476,580,1095,0.53,269,689,0.39,628,847,0.741,NA,NA,1146,508,191,120,430,604,2595,76.3,39,NA,1029,2178,0.472,742,1384,0.536,287,794,0.361,560,797,0.703,NA,NA,1390,583,265,218,443,534,2905,74.5
"485",1,2007,825,731,35,NA,901,1971,0.457,657,1362,0.482,244,609,0.401,580,797,0.728,NA,NA,1165,475,268,106,394,643,2626,75,37,NA,961,2035,0.472,732,1436,0.51,229,599,0.382,486,735,0.661,NA,NA,1320,647,194,133,441,613,2637,71.3
"486",0,2007,794,651,34,NA,908,1823,0.498,693,1313,0.528,215,510,0.422,539,753,0.716,NA,NA,1209,591,224,111,415,663,2570,75.6,34,NA,845,1946,0.434,595,1195,0.498,250,751,0.333,493,727,0.678,NA,NA,1249,495,251,144,434,698,2433,71.6
"487",0,2007,810,625,36,NA,923,1922,0.48,683,1284,0.532,240,638,0.376,417,630,0.662,NA,NA,1158,507,263,116,440,569,2503,69.5,32,NA,783,1755,0.446,531,1094,0.485,252,661,0.381,428,603,0.71,NA,NA,1082,424,206,140,396,657,2246,70.2
"488",1,2007,841,827,34,NA,826,1777,0.465,630,1250,0.504,196,527,0.372,425,593,0.717,NA,NA,1043,472,226,155,355,549,2273,66.9,34,NA,904,1984,0.456,587,1141,0.514,317,843,0.376,469,643,0.729,NA,NA,1146,578,257,93,422,584,2594,76.3
"489",1,2007,738,592,34,NA,843,1834,0.46,624,1220,0.511,219,614,0.357,471,695,0.678,NA,NA,1121,465,269,89,475,674,2376,69.9,40,NA,1125,2138,0.526,828,1411,0.587,297,727,0.409,646,936,0.69,NA,NA,1504,614,266,194,565,626,3193,79.8
"490",1,2007,640,636,34,NA,890,1868,0.476,659,1218,0.541,231,650,0.355,485,690,0.703,NA,NA,1235,537,201,161,493,547,2496,73.4,38,NA,1106,2241,0.494,875,1657,0.528,231,584,0.396,535,811,0.66,NA,NA,1507,651,350,246,539,718,2978,78.4
"491",1,2007,699,666,34,NA,949,1961,0.484,696,1338,0.52,253,623,0.406,481,636,0.756,NA,NA,1300,569,183,148,451,571,2632,77.4,37,NA,1024,2249,0.455,746,1457,0.512,278,792,0.351,592,953,0.621,NA,NA,1468,537,344,217,493,732,2918,78.9
"492",1,2007,848,725,34,NA,923,1935,0.477,645,1162,0.555,278,773,0.36,421,675,0.624,NA,NA,1279,567,268,126,445,584,2545,74.9,37,NA,963,2131,0.452,613,1234,0.497,350,897,0.39,531,698,0.761,NA,NA,1273,513,254,74,461,606,2807,75.9
"493",1,2007,831,749,34,NA,886,1894,0.468,723,1445,0.5,163,449,0.363,493,747,0.66,NA,NA,1131,449,285,159,371,619,2428,71.4,36,NA,762,1702,0.448,538,1090,0.494,224,612,0.366,518,748,0.693,NA,NA,1076,414,237,116,504,728,2266,62.9
"494",1,2007,830,790,32,NA,812,1860,0.437,555,1154,0.481,257,706,0.364,582,784,0.742,NA,NA,1248,412,149,103,437,644,2463,77,35,NA,981,2189,0.448,654,1293,0.506,327,896,0.365,542,830,0.653,NA,NA,1254,546,336,108,496,704,2831,80.9
"495",1,2007,849,817,36,NA,867,1886,0.46,657,1289,0.51,210,597,0.352,583,848,0.688,NA,NA,1258,494,207,116,407,551,2527,70.2,37,NA,979,2202,0.445,690,1400,0.493,289,802,0.36,525,733,0.716,NA,NA,1293,548,289,197,410,670,2772,74.9
"496",0,2007,818,793,37,NA,946,1988,0.476,739,1465,0.504,207,523,0.396,557,779,0.715,NA,NA,1277,472,206,148,540,660,2656,71.8,30,NA,650,1574,0.413,472,1037,0.455,178,537,0.331,414,688,0.602,NA,NA,1017,377,204,103,512,602,1892,63.1
"497",1,2007,749,636,36,NA,762,1702,0.448,538,1090,0.494,224,612,0.366,518,748,0.693,NA,NA,1076,414,237,116,504,728,2266,62.9,38,NA,1106,2241,0.494,875,1657,0.528,231,584,0.396,535,811,0.66,NA,NA,1507,651,350,246,539,718,2978,78.4
"498",1,2007,794,666,34,NA,908,1823,0.498,693,1313,0.528,215,510,0.422,539,753,0.716,NA,NA,1209,591,224,111,415,663,2570,75.6,37,NA,1024,2249,0.455,746,1457,0.512,278,792,0.351,592,953,0.621,NA,NA,1468,537,344,217,493,732,2918,78.9
"499",1,2007,790,720,35,NA,981,2189,0.448,654,1293,0.506,327,896,0.365,542,830,0.653,NA,NA,1254,546,336,108,496,704,2831,80.9,39,NA,1029,2178,0.472,742,1384,0.536,287,794,0.361,560,797,0.703,NA,NA,1390,583,265,218,443,534,2905,74.5
"500",0,2007,810,731,36,NA,923,1922,0.48,683,1284,0.532,240,638,0.376,417,630,0.662,NA,NA,1158,507,263,116,440,569,2503,69.5,37,NA,961,2035,0.472,732,1436,0.51,229,599,0.382,486,735,0.661,NA,NA,1320,647,194,133,441,613,2637,71.3
"501",0,2007,592,535,40,NA,1125,2138,0.526,828,1411,0.587,297,727,0.409,646,936,0.69,NA,NA,1504,614,266,194,565,626,3193,79.8,36,NA,780,1792,0.435,459,921,0.498,321,871,0.369,553,728,0.76,NA,NA,1068,437,195,64,341,688,2434,67.6
"502",1,2007,827,603,34,NA,904,1984,0.456,587,1141,0.514,317,843,0.376,469,643,0.729,NA,NA,1146,578,257,93,422,584,2594,76.3,37,NA,923,1826,0.505,688,1191,0.578,235,635,0.37,474,667,0.711,NA,NA,1250,545,192,189,497,609,2555,69.1
"503",1,2007,818,708,37,NA,946,1988,0.476,739,1465,0.504,207,523,0.396,557,779,0.715,NA,NA,1277,472,206,148,540,660,2656,71.8,38,NA,1187,2379,0.499,972,1779,0.546,215,600,0.358,669,940,0.712,NA,NA,1551,696,309,173,524,647,3258,85.7
"504",1,2007,817,725,37,NA,979,2202,0.445,690,1400,0.493,289,802,0.36,525,733,0.716,NA,NA,1293,548,289,197,410,670,2772,74.9,37,NA,963,2131,0.452,613,1234,0.497,350,897,0.39,531,698,0.761,NA,NA,1273,513,254,74,461,606,2807,75.9
"505",0,2007,720,666,39,NA,1029,2178,0.472,742,1384,0.536,287,794,0.361,560,797,0.703,NA,NA,1390,583,265,218,443,534,2905,74.5,37,NA,1024,2249,0.455,746,1457,0.512,278,792,0.351,592,953,0.621,NA,NA,1468,537,344,217,493,732,2918,78.9
"506",0,2007,810,636,36,NA,923,1922,0.48,683,1284,0.532,240,638,0.376,417,630,0.662,NA,NA,1158,507,263,116,440,569,2503,69.5,38,NA,1106,2241,0.494,875,1657,0.528,231,584,0.396,535,811,0.66,NA,NA,1507,651,350,246,539,718,2978,78.4
"507",1,2007,725,592,37,NA,963,2131,0.452,613,1234,0.497,350,897,0.39,531,698,0.761,NA,NA,1273,513,254,74,461,606,2807,75.9,40,NA,1125,2138,0.526,828,1411,0.587,297,727,0.409,646,936,0.69,NA,NA,1504,614,266,194,565,626,3193,79.8
"508",1,2007,708,603,38,NA,1187,2379,0.499,972,1779,0.546,215,600,0.358,669,940,0.712,NA,NA,1551,696,309,173,524,647,3258,85.7,37,NA,923,1826,0.505,688,1191,0.578,235,635,0.37,474,667,0.711,NA,NA,1250,545,192,189,497,609,2555,69.1
"509",1,2007,810,592,36,NA,923,1922,0.48,683,1284,0.532,240,638,0.376,417,630,0.662,NA,NA,1158,507,263,116,440,569,2503,69.5,40,NA,1125,2138,0.526,828,1411,0.587,297,727,0.409,646,936,0.69,NA,NA,1504,614,266,194,565,626,3193,79.8
"510",0,2007,720,603,39,NA,1029,2178,0.472,742,1384,0.536,287,794,0.361,560,797,0.703,NA,NA,1390,583,265,218,443,534,2905,74.5,37,NA,923,1826,0.505,688,1191,0.578,235,635,0.37,474,667,0.711,NA,NA,1250,545,192,189,497,609,2555,69.1
"511",1,2007,720,592,39,NA,1029,2178,0.472,742,1384,0.536,287,794,0.361,560,797,0.703,NA,NA,1390,583,265,218,443,534,2905,74.5,40,NA,1125,2138,0.526,828,1411,0.587,297,727,0.409,646,936,0.69,NA,NA,1504,614,266,194,565,626,3193,79.8
"512",0,2008,686,560,34,NA,822,1856,0.443,618,1291,0.479,204,565,0.361,505,718,0.703,NA,NA,1152,437,246,121,486,671,2353,69.2,37,NA,775,1940,0.399,628,1474,0.426,147,466,0.315,515,721,0.714,NA,NA,1158,347,261,78,539,693,2212,59.8
"513",0,2008,577,522,34,NA,964,2084,0.463,656,1268,0.517,308,816,0.377,594,852,0.697,NA,NA,1255,497,295,133,462,654,2830,83.2,34,NA,938,2078,0.451,581,1099,0.529,357,979,0.365,481,689,0.698,NA,NA,1248,587,290,65,498,626,2714,79.8
"514",1,2008,733,636,33,NA,846,1822,0.464,552,1073,0.514,294,749,0.393,452,668,0.677,NA,NA,1129,521,231,108,484,591,2438,73.9,40,NA,1176,2314,0.508,905,1631,0.555,271,683,0.397,598,852,0.702,NA,NA,1547,721,356,235,529,706,3221,80.5
"515",1,2008,818,637,33,NA,820,1710,0.48,636,1234,0.515,184,476,0.387,453,661,0.685,NA,NA,1106,409,188,145,482,530,2277,69,33,NA,916,2067,0.443,706,1405,0.502,210,662,0.317,532,774,0.687,NA,NA,1362,511,249,113,501,666,2574,78
"516",0,2008,660,640,35,NA,929,2082,0.446,683,1385,0.493,246,697,0.353,554,785,0.706,NA,NA,1287,515,325,132,451,733,2658,75.9,31,NA,735,1566,0.469,553,1073,0.515,182,493,0.369,472,644,0.733,NA,NA,1038,395,206,149,490,586,2124,68.5
"517",1,2008,789,671,34,NA,857,1829,0.469,591,1108,0.533,266,721,0.369,477,645,0.74,NA,NA,1108,510,214,148,432,601,2457,72.3,36,NA,949,1976,0.48,770,1493,0.516,179,483,0.371,487,661,0.737,NA,NA,1330,631,208,152,490,665,2564,71.2
"518",0,2008,717,602,33,NA,914,2015,0.454,640,1338,0.478,274,677,0.405,506,686,0.738,NA,NA,1371,608,205,125,429,497,2608,79,34,NA,827,1778,0.465,622,1187,0.524,205,591,0.347,497,707,0.703,NA,NA,1170,445,189,108,406,525,2356,69.3
"519",0,2008,731,724,37,NA,997,2185,0.456,772,1514,0.51,225,671,0.335,512,768,0.667,NA,NA,1399,578,251,125,445,598,2731,73.8,33,NA,785,1783,0.44,562,1179,0.477,223,604,0.369,489,730,0.67,NA,NA,1182,445,206,132,431,554,2282,69.2
"520",0,2008,738,521,34,NA,806,1900,0.424,553,1221,0.453,253,679,0.373,502,705,0.712,NA,NA,1124,451,286,147,436,671,2367,69.6,32,NA,899,1979,0.454,624,1252,0.498,275,727,0.378,528,711,0.743,NA,NA,1196,388,237,138,403,665,2601,81.3
"521",0,2008,783,561,36,NA,901,2008,0.449,702,1464,0.48,199,544,0.366,552,795,0.694,NA,NA,1409,525,158,187,442,613,2553,70.9,28,NA,758,1562,0.485,530,1004,0.528,228,558,0.409,392,515,0.761,NA,NA,939,427,170,88,381,510,2136,76.3
"522",0,2008,794,536,36,NA,909,1945,0.467,698,1357,0.514,211,588,0.359,519,820,0.633,NA,NA,1402,486,158,145,458,611,2548,70.8,35,NA,906,1970,0.46,621,1206,0.515,285,764,0.373,483,737,0.655,NA,NA,1351,587,207,135,492,618,2580,73.7
"523",0,2008,810,685,39,NA,1029,2164,0.476,815,1552,0.525,214,612,0.35,595,813,0.732,NA,NA,1432,562,285,167,491,569,2867,73.5,33,NA,698,1755,0.398,551,1319,0.418,147,436,0.337,493,727,0.678,NA,NA,1107,379,206,90,473,582,2036,61.7
"524",0,2008,817,639,35,NA,844,1999,0.422,580,1203,0.482,264,796,0.332,488,653,0.747,NA,NA,1209,510,278,106,379,605,2440,69.7,35,NA,839,1809,0.464,637,1258,0.506,202,551,0.367,532,745,0.714,NA,NA,1166,485,300,134,516,653,2412,68.9
"525",1,2008,848,841,34,NA,795,1814,0.438,578,1228,0.471,217,586,0.37,398,673,0.591,NA,NA,1195,435,284,124,439,591,2205,64.9,35,NA,815,1716,0.475,601,1135,0.53,214,581,0.368,481,661,0.728,NA,NA,1044,482,218,102,358,534,2325,66.4
"526",0,2008,843,511,37,NA,983,2169,0.453,719,1426,0.504,264,743,0.355,539,782,0.689,NA,NA,1332,571,257,188,413,710,2769,74.8,34,NA,843,1765,0.478,622,1199,0.519,221,566,0.39,536,716,0.749,NA,NA,1052,526,189,120,414,556,2443,71.9
"527",0,2008,849,564,36,NA,841,1872,0.449,629,1276,0.493,212,596,0.356,527,747,0.705,NA,NA,1292,455,221,120,438,517,2421,67.3,33,NA,974,2060,0.473,689,1319,0.522,285,741,0.385,467,665,0.702,NA,NA,1182,505,296,51,445,629,2700,81.8
"528",0,2008,853,604,37,NA,936,1973,0.474,654,1252,0.522,282,721,0.391,626,836,0.749,NA,NA,1322,564,206,125,480,643,2780,75.1,34,NA,840,1956,0.429,636,1337,0.476,204,619,0.33,430,633,0.679,NA,NA,1295,396,228,116,505,612,2314,68.1
"529",1,2008,625,515,33,NA,839,1814,0.463,618,1181,0.523,221,633,0.349,577,760,0.759,NA,NA,1247,436,233,125,449,575,2476,75,35,NA,936,2001,0.468,729,1394,0.523,207,607,0.341,514,758,0.678,NA,NA,1274,505,241,182,531,662,2593,74.1
"530",1,2008,768,535,33,NA,840,1774,0.474,620,1167,0.531,220,607,0.362,578,821,0.704,NA,NA,1221,509,201,100,457,569,2478,75.1,34,NA,776,1729,0.449,457,890,0.513,319,839,0.38,468,635,0.737,NA,NA,1016,445,221,83,352,588,2339,68.8
"531",1,2008,607,568,33,NA,892,1838,0.485,672,1252,0.537,220,586,0.375,520,730,0.712,NA,NA,1235,479,253,153,473,584,2524,76.5,36,NA,1032,2199,0.469,704,1298,0.542,328,901,0.364,411,573,0.717,NA,NA,1302,615,290,114,426,654,2803,77.9
"532",1,2008,813,603,33,NA,869,1928,0.451,621,1291,0.481,248,637,0.389,464,640,0.725,NA,NA,1126,500,209,114,318,537,2450,74.2,34,NA,855,1744,0.49,586,1043,0.562,269,701,0.384,388,593,0.654,NA,NA,1190,527,236,163,458,600,2367,69.6
"533",0,2008,651,526,36,NA,932,2011,0.463,660,1233,0.535,272,778,0.35,475,734,0.647,NA,NA,1338,542,289,178,491,659,2611,72.5,34,NA,994,1956,0.508,723,1266,0.571,271,690,0.393,508,768,0.661,NA,NA,1218,605,215,80,534,591,2767,81.4
"534",1,2008,819,666,33,NA,868,1820,0.477,667,1243,0.537,201,577,0.348,485,741,0.655,NA,NA,1249,467,218,87,565,649,2422,73.4,40,NA,1143,2454,0.466,841,1589,0.529,302,865,0.349,608,991,0.614,NA,NA,1620,637,337,244,470,691,3196,79.9
"535",1,2008,781,668,32,NA,845,1843,0.458,591,1137,0.52,254,706,0.36,477,722,0.661,NA,NA,1215,468,230,169,439,557,2421,75.7,34,NA,867,1985,0.437,631,1372,0.46,236,613,0.385,572,766,0.747,NA,NA,1293,451,202,157,454,638,2542,74.8
"536",1,2008,725,675,32,NA,858,1788,0.48,579,1077,0.538,279,711,0.392,455,656,0.694,NA,NA,1093,475,148,81,402,586,2450,76.6,34,NA,885,1922,0.46,650,1219,0.533,235,703,0.334,484,749,0.646,NA,NA,1385,448,199,267,509,568,2489,73.2
"537",0,2008,708,686,39,NA,1250,2564,0.488,1034,1984,0.521,216,580,0.372,738,975,0.757,NA,NA,1695,656,318,174,560,658,3454,88.6,34,NA,822,1856,0.443,618,1291,0.479,204,565,0.361,505,718,0.703,NA,NA,1152,437,246,121,486,671,2353,69.2
"538",1,2008,779,721,34,NA,859,1800,0.477,612,1160,0.528,247,640,0.386,519,715,0.726,NA,NA,1086,502,242,154,432,598,2484,73.1,35,NA,831,1880,0.442,611,1248,0.49,220,632,0.348,496,728,0.681,NA,NA,1240,436,226,135,451,595,2378,67.9
"539",0,2008,753,559,36,NA,868,1925,0.451,691,1405,0.492,177,520,0.34,452,673,0.672,NA,NA,1206,476,250,113,538,629,2365,65.7,33,NA,868,1880,0.462,700,1415,0.495,168,465,0.361,652,905,0.72,NA,NA,1383,488,189,285,451,506,2556,77.5
"540",1,2008,827,766,34,NA,928,1995,0.465,625,1235,0.506,303,760,0.399,562,765,0.735,NA,NA,1197,606,207,118,494,623,2721,80,34,NA,928,2058,0.451,689,1432,0.481,239,626,0.382,518,752,0.689,NA,NA,1148,489,320,119,385,526,2613,76.9
"541",0,2008,790,509,36,NA,1035,2258,0.458,723,1383,0.523,312,875,0.357,564,856,0.659,NA,NA,1358,637,334,119,474,749,2946,81.8,33,NA,698,1586,0.44,438,948,0.462,260,638,0.408,484,655,0.739,NA,NA,1064,390,152,87,458,587,2140,64.8
"542",0,2008,793,519,30,NA,701,1744,0.402,479,1115,0.43,222,629,0.353,413,611,0.676,NA,NA,1071,377,275,73,430,580,2037,67.9,35,NA,855,1917,0.446,582,1202,0.484,273,715,0.382,607,850,0.714,NA,NA,1107,501,335,75,440,616,2590,74
"543",0,2008,829,551,35,NA,868,2013,0.431,626,1310,0.478,242,703,0.344,569,783,0.727,NA,NA,1257,466,283,98,503,727,2547,72.8,34,NA,1000,2191,0.456,729,1463,0.498,271,728,0.372,422,677,0.623,NA,NA,1305,535,334,185,505,664,2693,79.2
"544",0,2008,835,575,36,NA,993,2106,0.472,723,1419,0.51,270,687,0.393,529,755,0.701,NA,NA,1262,458,288,135,514,768,2785,77.4,33,NA,816,1829,0.446,506,989,0.512,310,840,0.369,498,656,0.759,NA,NA,1128,485,252,85,390,492,2440,73.9
"545",1,2008,817,636,35,NA,844,1999,0.422,580,1203,0.482,264,796,0.332,488,653,0.747,NA,NA,1209,510,278,106,379,605,2440,69.7,40,NA,1176,2314,0.508,905,1631,0.555,271,683,0.397,598,852,0.702,NA,NA,1547,721,356,235,529,706,3221,80.5
"546",1,2008,731,671,37,NA,997,2185,0.456,772,1514,0.51,225,671,0.335,512,768,0.667,NA,NA,1399,578,251,125,445,598,2731,73.8,36,NA,949,1976,0.48,770,1493,0.516,179,483,0.371,487,661,0.737,NA,NA,1330,631,208,152,490,665,2564,71.2
"547",0,2008,783,660,36,NA,901,2008,0.449,702,1464,0.48,199,544,0.366,552,795,0.694,NA,NA,1409,525,158,187,442,613,2553,70.9,35,NA,929,2082,0.446,683,1385,0.493,246,697,0.353,554,785,0.706,NA,NA,1287,515,325,132,451,733,2658,75.9
"548",0,2008,810,794,39,NA,1029,2164,0.476,815,1552,0.525,214,612,0.35,595,813,0.732,NA,NA,1432,562,285,167,491,569,2867,73.5,36,NA,909,1945,0.467,698,1357,0.514,211,588,0.359,519,820,0.633,NA,NA,1402,486,158,145,458,611,2548,70.8
"549",0,2008,841,717,35,NA,815,1716,0.475,601,1135,0.53,214,581,0.368,481,661,0.728,NA,NA,1044,482,218,102,358,534,2325,66.4,33,NA,914,2015,0.454,640,1338,0.478,274,677,0.405,506,686,0.738,NA,NA,1371,608,205,125,429,497,2608,79
"550",0,2008,843,577,37,NA,983,2169,0.453,719,1426,0.504,264,743,0.355,539,782,0.689,NA,NA,1332,571,257,188,413,710,2769,74.8,34,NA,964,2084,0.463,656,1268,0.517,308,816,0.377,594,852,0.697,NA,NA,1255,497,295,133,462,654,2830,83.2
"551",0,2008,849,637,36,NA,841,1872,0.449,629,1276,0.493,212,596,0.356,527,747,0.705,NA,NA,1292,455,221,120,438,517,2421,67.3,33,NA,916,2067,0.443,706,1405,0.502,210,662,0.317,532,774,0.687,NA,NA,1362,511,249,113,501,666,2574,78
"552",0,2008,853,738,37,NA,936,1973,0.474,654,1252,0.522,282,721,0.391,626,836,0.749,NA,NA,1322,564,206,125,480,643,2780,75.1,34,NA,806,1900,0.424,553,1221,0.453,253,679,0.373,502,705,0.712,NA,NA,1124,451,286,147,436,671,2367,69.6
"553",1,2008,603,568,34,NA,855,1744,0.49,586,1043,0.562,269,701,0.384,388,593,0.654,NA,NA,1190,527,236,163,458,600,2367,69.6,36,NA,1032,2199,0.469,704,1298,0.542,328,901,0.364,411,573,0.717,NA,NA,1302,615,290,114,426,654,2803,77.9
"554",1,2008,721,651,35,NA,831,1880,0.442,611,1248,0.49,220,632,0.348,496,728,0.681,NA,NA,1240,436,226,135,451,595,2378,67.9,36,NA,932,2011,0.463,660,1233,0.535,272,778,0.35,475,734,0.647,NA,NA,1338,542,289,178,491,659,2611,72.5
"555",1,2008,675,666,34,NA,885,1922,0.46,650,1219,0.533,235,703,0.334,484,749,0.646,NA,NA,1385,448,199,267,509,568,2489,73.2,40,NA,1143,2454,0.466,841,1589,0.529,302,865,0.349,608,991,0.614,NA,NA,1620,637,337,244,470,691,3196,79.9
"556",0,2008,708,515,39,NA,1250,2564,0.488,1034,1984,0.521,216,580,0.372,738,975,0.757,NA,NA,1695,656,318,174,560,658,3454,88.6,35,NA,936,2001,0.468,729,1394,0.523,207,607,0.341,514,758,0.678,NA,NA,1274,505,241,182,531,662,2593,74.1
"557",0,2008,790,535,36,NA,1035,2258,0.458,723,1383,0.523,312,875,0.357,564,856,0.659,NA,NA,1358,637,334,119,474,749,2946,81.8,34,NA,776,1729,0.449,457,890,0.513,319,839,0.38,468,635,0.737,NA,NA,1016,445,221,83,352,588,2339,68.8
"558",0,2008,793,668,30,NA,701,1744,0.402,479,1115,0.43,222,629,0.353,413,611,0.676,NA,NA,1071,377,275,73,430,580,2037,67.9,34,NA,867,1985,0.437,631,1372,0.46,236,613,0.385,572,766,0.747,NA,NA,1293,451,202,157,454,638,2542,74.8
"559",0,2008,829,766,35,NA,868,2013,0.431,626,1310,0.478,242,703,0.344,569,783,0.727,NA,NA,1257,466,283,98,503,727,2547,72.8,34,NA,928,2058,0.451,689,1432,0.481,239,626,0.382,518,752,0.689,NA,NA,1148,489,320,119,385,526,2613,76.9
"560",0,2008,835,753,36,NA,993,2106,0.472,723,1419,0.51,270,687,0.393,529,755,0.701,NA,NA,1262,458,288,135,514,768,2785,77.4,36,NA,868,1925,0.451,691,1405,0.492,177,520,0.34,452,673,0.672,NA,NA,1206,476,250,113,538,629,2365,65.7
"561",1,2008,790,651,36,NA,1035,2258,0.458,723,1383,0.523,312,875,0.357,564,856,0.659,NA,NA,1358,637,334,119,474,749,2946,81.8,36,NA,932,2011,0.463,660,1233,0.535,272,778,0.35,475,734,0.647,NA,NA,1338,542,289,178,491,659,2611,72.5
